gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000049103	1.308453	0.001148547	0.15298352	0.9301808	NA
ENSMUSG00000049106	598.9895	-0.006394477	0.08882591	0.9190079	0.9812836
ENSMUSG00000049107	3.133932	-0.0004874432	0.14545081	0.9730498	0.994259
ENSMUSG00000049109	0.2928435	0	0.21433685	1	NA
ENSMUSG00000049112	34.92145	0.01761794	0.12824382	0.6061756	0.895352
ENSMUSG00000049115	4.562678	-0.001238747	0.13894131	0.9421878	0.9860027
ENSMUSG00000049119	571.0456	0.01827008	0.10422976	0.7624731	0.9440241
ENSMUSG00000049122	46.89937	-0.02009075	0.11762269	0.6909736	0.9231984
ENSMUSG00000049123	0.6688031	0.003376641	0.18592629	0.7713703	NA
ENSMUSG00000049124	15.18075	0.02770173	0.13160081	0.3698304	0.7844335
ENSMUSG00000049130	1.418832	-0.01042959	0.14877344	0.5073933	NA
ENSMUSG00000049134	10.62455	0.009003756	0.13085865	0.7481783	0.9389454
ENSMUSG00000049148	204.9363	-0.06362751	0.11334588	0.2643438	0.7177888
ENSMUSG00000049154	4.117292	0.008504546	0.1462901	0.5870239	0.8878712
ENSMUSG00000049160	1.031486	-0.03187967	0.32142202	0.09249214	NA
ENSMUSG00000049164	181.1223	0.02939047	0.10786605	0.617577	0.8987747
ENSMUSG00000049176	877.2006	-0.04775675	0.09802315	0.4466604	0.8256098
ENSMUSG00000049184	202.1029	-0.07299187	0.11770496	0.181448	0.6390846
ENSMUSG00000049191	250.8068	0.1767223	0.11838518	0.007076993	0.2113852
ENSMUSG00000049225	937.2237	-0.09710139	0.11382841	0.1023641	0.5502183
ENSMUSG00000049230	26.06057	0.01979152	0.13162253	0.4923364	0.8456963
ENSMUSG00000049232	171.9272	0.004080816	0.10381889	0.9462368	0.9867868
ENSMUSG00000049233	7.544782	-0.03701417	0.15993364	0.115472	0.5647177
ENSMUSG00000049235	0.8352389	-0.00293128	0.18477226	0.8004462	NA
ENSMUSG00000049241	2.644889	0.006531117	0.14622184	0.6661038	0.9145387
ENSMUSG00000049252	3024.597	-0.2539858	0.09111358	0.0001523281	0.02712465
ENSMUSG00000049265	49.83368	-0.03663171	0.12143346	0.4359198	0.8179128
ENSMUSG00000049281	1025.724	-0.04264595	0.07320624	0.4708407	0.836287
ENSMUSG00000049285	13.20382	0.0256276	0.13238102	0.3825057	0.7929558
ENSMUSG00000049287	44.90653	0.05736185	0.12719725	0.1844364	0.6419061
ENSMUSG00000049288	133.5759	0.004661891	0.10696166	0.9370311	0.9844488
ENSMUSG00000049291	0.04285809	0	0.21433685	1	NA
ENSMUSG00000049295	156.4769	0.08409767	0.11622971	0.1389117	0.5897563
ENSMUSG00000049299	78.02358	-0.004374187	0.12106366	0.9237288	0.9823214
ENSMUSG00000049300	108.9843	0.007595703	0.11397078	0.8880766	0.9750013
ENSMUSG00000049303	279.2328	-0.006959308	0.11375051	0.897764	0.9770942
ENSMUSG00000049305	164.3544	0.08243322	0.11322957	0.1589425	0.6157858
ENSMUSG00000049307	3.87556	-0.01143012	0.1381557	0.5617688	0.8763263
ENSMUSG00000049313	2895.14	-0.06152213	0.080969	0.3196	0.7564765
ENSMUSG00000049314	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000049321	234.5697	-0.03043633	0.0915048	0.6294188	0.9017657
ENSMUSG00000049323	506.2653	-0.0117018	0.08365124	0.8508498	0.9669527
ENSMUSG00000049327	145.9896	-0.02791504	0.11413804	0.6074154	0.8955789
ENSMUSG00000049336	762.0659	-0.1086978	0.11367334	0.07261423	0.4934836
ENSMUSG00000049339	852.6224	0.1495972	0.09286639	0.02194825	0.3236144
ENSMUSG00000049349	0.5320665	0.0008032827	0.17937858	0.9447361	NA
ENSMUSG00000049353	2.214753	0.005274844	0.144712	0.7290578	0.934638
ENSMUSG00000049354	1638.919	0.01189026	0.07509489	0.8424783	0.9646134
ENSMUSG00000049357	8.070195	0.00191115	0.13332713	0.933628	0.9835261
ENSMUSG00000049382	0.8650382	0.01297908	0.20980064	0.3347061	NA
ENSMUSG00000049387	1.017149	-0.004166091	0.16039122	0.7438672	NA
ENSMUSG00000049396	89.13447	-0.004940309	0.13709276	0.7932283	0.9526734
ENSMUSG00000049401	201.9518	-0.01468807	0.11108772	0.7947232	0.9533672
ENSMUSG00000049404	3.490213	-0.006190972	0.13570501	0.7610291	0.9436139
ENSMUSG00000049409	1.09538	-0.0009548738	0.1594593	0.9390032	NA
ENSMUSG00000049410	0.05657123	-0.0006707556	0.21428571	0.9497131	NA
ENSMUSG00000049411	40.40741	0.006418973	0.11983744	0.8923248	0.9768836
ENSMUSG00000049414	0.4683402	-0.01381766	0.22232529	0.3072127	NA
ENSMUSG00000049420	43.85282	-0.0229545	0.12718825	0.5327247	0.8647904
ENSMUSG00000049421	406.0895	-0.1625713	0.1049672	0.01404971	0.2649557
ENSMUSG00000049422	433.0117	0.06301553	0.1169736	0.2450497	0.6989536
ENSMUSG00000049427	1.281072	0.01013785	0.15952396	0.4782166	NA
ENSMUSG00000049436	8.415342	0.004851397	0.13138585	0.8552171	0.9678315
ENSMUSG00000049439	65.27619	0.06881294	0.12318345	0.163053	0.6197822
ENSMUSG00000049470	3549.94	-0.04221145	0.08021079	0.4926406	0.8458273
ENSMUSG00000049476	0.3134564	0.001856816	0.21456491	0.8621846	NA
ENSMUSG00000049477	0.5703481	0.0009054472	0.18963469	0.9363038	NA
ENSMUSG00000049482	86.25641	0.01364606	0.1113568	0.8082653	0.9568781
ENSMUSG00000049488	117.6604	-0.07208173	0.11235996	0.2158465	0.6692447
ENSMUSG00000049489	72.78825	-0.01881569	0.11284569	0.7329931	0.9360971
ENSMUSG00000049493	182.4503	-0.1326382	0.12065124	0.02767103	0.3587333
ENSMUSG00000049502	35.89429	-0.01604593	0.1210493	0.7274943	0.9338996
ENSMUSG00000049504	76.06695	-0.01394892	0.12594055	0.7138677	0.9297176
ENSMUSG00000049511	374.0829	-0.03080346	0.11844659	0.5390767	0.8689322
ENSMUSG00000049515	0.4562524	0.004648716	0.19706073	0.687268	NA
ENSMUSG00000049516	221.5208	-0.03639299	0.10159702	0.5552911	0.8738723
ENSMUSG00000049517	1420.07	0.02594564	0.10301655	0.6707832	0.9159845
ENSMUSG00000049521	103.7532	0.06666953	0.12319191	0.1734985	0.63095
ENSMUSG00000049526	7.727887	0.02526166	0.13545759	0.3342642	0.7629083
ENSMUSG00000049530	0.1088889	0	0.21433685	1	NA
ENSMUSG00000049532	587.7198	0.1178382	0.10853618	0.06169309	0.4684274
ENSMUSG00000049536	135.5613	-0.006088216	0.11555177	0.9075553	0.9787099
ENSMUSG00000049537	1.611845	-0.01590598	0.18173377	0.2885353	NA
ENSMUSG00000049538	42.77425	0.02319507	0.1250034	0.5668557	0.8782398
ENSMUSG00000049539	40.25145	0.04157706	0.12937271	0.2638674	0.7175784
ENSMUSG00000049550	865.276	0.08116544	0.0769341	0.18087	0.6383595
ENSMUSG00000049551	23.14438	0.09592461	0.15813965	0.02115069	0.3182741
ENSMUSG00000049553	353.3912	-0.01258094	0.09716282	0.8404206	0.9644187
ENSMUSG00000049555	33.19641	0.06888405	0.14591924	0.05553082	0.4563381
ENSMUSG00000049556	323.4982	-0.1460539	0.16060273	0.006578986	0.2032018
ENSMUSG00000049561	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000049562	27.61602	0.04475824	0.132579	0.1970045	0.655299
ENSMUSG00000049565	0.7451221	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000049571	28.05447	0.1292372	0.31411881	0.005226552	0.1792417
ENSMUSG00000049576	0.7141027	0.0005757556	0.16978483	0.9614137	NA
ENSMUSG00000049577	99.61542	-0.03083782	0.12447849	0.4647633	0.8331123
ENSMUSG00000049580	10.38382	0.005880406	0.13168043	0.8219306	0.9602646
ENSMUSG00000049583	4623.882	-0.1139013	0.09796613	0.07764975	0.5021976
ENSMUSG00000049588	2.199478	0.007866339	0.15104729	0.5895837	0.8890563
ENSMUSG00000049598	3.774768	-0.007281701	0.14227478	0.6588736	0.912937
ENSMUSG00000049600	72.61813	0.1061689	0.12954963	0.04101594	0.4175779
ENSMUSG00000049606	1931.74	-0.1296072	0.08690366	0.0424925	0.4229603
ENSMUSG00000049608	3.073893	-0.02111018	0.17478816	0.2149107	0.6691483
ENSMUSG00000049612	560.8811	-0.06241219	0.1162742	0.2541081	0.7084955
ENSMUSG00000049620	0.1319793	-0.004321169	0.22030229	0.690318	NA
ENSMUSG00000049624	91.78144	0.08415544	0.11485422	0.144731	0.5977417
ENSMUSG00000049625	13.26057	0.07272775	0.17428132	0.03008783	0.3717121
ENSMUSG00000049630	62.93035	-0.09249361	0.13341005	0.04916765	0.4406627
ENSMUSG00000049643	65.83075	-0.005165162	0.11600439	0.9208052	0.9813287
ENSMUSG00000049649	13.98268	-0.03331114	0.13227809	0.2927134	0.7367165
ENSMUSG00000049653	0.2589648	0.0003232432	0.21389229	0.9757667	NA
ENSMUSG00000049657	128.5225	-0.01305025	0.1073833	0.8244715	0.9609407
ENSMUSG00000049658	526.3181	-0.1100446	0.08831152	0.08482249	0.5149521
ENSMUSG00000049659	1026.375	-0.08770034	0.08003413	0.1552436	0.6114306
ENSMUSG00000049670	183.8972	0.1680973	0.12700253	0.007714026	0.2161211
ENSMUSG00000049672	238.8143	0.06879686	0.09805377	0.2764851	0.725912
ENSMUSG00000049676	9.157563	0.06174947	0.22095576	0.03130904	0.3781738
ENSMUSG00000049680	619.4711	0.08177168	0.07501473	0.1725658	0.6300761
ENSMUSG00000049686	31.97307	0.00279989	0.12259892	0.9485014	0.9878133
ENSMUSG00000049687	2.670274	-0.01726248	0.14104091	0.392652	0.7966986
ENSMUSG00000049690	66.43406	0.02679733	0.12023833	0.5745732	0.8825913
ENSMUSG00000049692	0.3283589	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000049699	0.05657123	-0.0006707556	0.21428571	0.9497131	NA
ENSMUSG00000049709	17.90267	-0.02910023	0.13469523	0.2993512	0.7412877
ENSMUSG00000049717	76.31633	-0.05200774	0.11611561	0.335444	0.7637684
ENSMUSG00000049719	0.2535009	0	0.21433685	1	NA
ENSMUSG00000049721	71.09771	0.02975219	0.11658028	0.5679411	0.8789626
ENSMUSG00000049723	0.4695334	-0.007222909	0.23047649	0.5195667	NA
ENSMUSG00000049728	101.4689	-0.07486235	0.11426716	0.1910829	0.6491771
ENSMUSG00000049734	25.5438	0.01970594	0.13227722	0.4795345	0.8402121
ENSMUSG00000049739	322.8107	0.04555219	0.09448413	0.4706049	0.8362835
ENSMUSG00000049744	12.02898	-0.02962154	0.14161481	0.2241511	0.678147
ENSMUSG00000049751	244.9947	-0.03120761	0.10732274	0.598141	0.8924533
ENSMUSG00000049755	297.2875	-0.07179448	0.09744356	0.2572282	0.7107896
ENSMUSG00000049760	155.387	0.00900304	0.11469814	0.8658824	0.9699071
ENSMUSG00000049764	219.9822	-0.006473417	0.0956096	0.9177591	0.9811911
ENSMUSG00000049775	2411.049	-0.002930272	0.09939693	0.9622893	0.9909713
ENSMUSG00000049791	43.34653	-0.01750426	0.11901948	0.7197472	0.931547
ENSMUSG00000049792	358.4359	0.08884499	0.11024833	0.1420598	0.5936777
ENSMUSG00000049796	34.09455	0.08546694	0.26543711	0.01443346	0.2667991
ENSMUSG00000049799	1.15649	-0.02896031	0.33607637	0.0990695	NA
ENSMUSG00000049800	225.8083	-0.2316937	0.12628071	0.0009307564	0.07660745
ENSMUSG00000049804	554.435	-0.04451751	0.10931218	0.4468877	0.8256098
ENSMUSG00000049807	555.8645	0.04269311	0.11392975	0.4394285	0.8201751
ENSMUSG00000049811	18.56611	0.08835285	0.1537833	0.0276907	0.3587333
ENSMUSG00000049823	22.08504	0.1028018	0.14862472	0.02224297	0.3248671
ENSMUSG00000049832	1.208275	0.009197257	0.16242693	0.5048461	NA
ENSMUSG00000049848	0.3718858	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000049858	79.38068	0.03695175	0.11377543	0.5020242	0.8503793
ENSMUSG00000049866	254.3994	0.1134893	0.11462383	0.06100417	0.4656786
ENSMUSG00000049871	10.09873	-0.00642601	0.13062331	0.8198556	0.9595592
ENSMUSG00000049872	28.28923	-0.01371561	0.12067095	0.7679241	0.9456833
ENSMUSG00000049878	562.953	0.0176136	0.0820384	0.7760147	0.9487672
ENSMUSG00000049881	34.41295	0.02672192	0.12245308	0.5503056	0.8731246
ENSMUSG00000049882	23.35776	0.01635106	0.125811	0.6708193	0.9159845
ENSMUSG00000049891	2.024545	-0.05437164	0.31816799	0.03781775	0.4044553
ENSMUSG00000049892	16.46419	-0.0008768661	0.12812864	0.9788854	0.995443
ENSMUSG00000049897	0.3524747	-0.004210726	0.18024893	0.7230758	NA
ENSMUSG00000049904	35.46922	-0.01402651	0.12336872	0.7411425	0.9377774
ENSMUSG00000049907	82.8819	-0.1205291	0.12632893	0.03175872	0.3784283
ENSMUSG00000049916	1.820184	0.1154684	0.55662879	0.01124096	NA
ENSMUSG00000049922	55.41879	-0.1646043	0.15628641	0.004613444	0.169371
ENSMUSG00000049928	2.895176	-0.02345549	0.19817067	0.1695155	0.6277098
ENSMUSG00000049929	11.64041	-0.002842012	0.13021916	0.9214063	0.9815618
ENSMUSG00000049932	113.3566	0.0163016	0.10663625	0.783338	0.9495382
ENSMUSG00000049939	388.5544	0.042462	0.08622763	0.4987778	0.8485729
ENSMUSG00000049940	428.2384	0.04269171	0.08494866	0.4950971	0.8475769
ENSMUSG00000049946	31.45269	0.03703719	0.12284824	0.4127427	0.8043688
ENSMUSG00000049950	35.85054	-0.01168226	0.1218791	0.7936807	0.9529124
ENSMUSG00000049957	130.8464	0.1579772	0.11651986	0.01388911	0.2648477
ENSMUSG00000049960	83.4089	-0.02677136	0.11111152	0.6369112	0.9047989
ENSMUSG00000049969	68.54591	-0.03538279	0.11618415	0.5027633	0.8508023
ENSMUSG00000049971	159.334	-0.004611086	0.11001535	0.9356564	0.9838802
ENSMUSG00000049985	32.59443	0.06020024	0.13396971	0.1143868	0.564066
ENSMUSG00000049988	3.042761	-0.002009433	0.13939636	0.9051388	0.9784048
ENSMUSG00000049999	72.80699	0.01422111	0.11580867	0.7857073	0.950627
ENSMUSG00000050002	46.77349	0.001097992	0.11878458	0.9820255	0.9961727
ENSMUSG00000050010	2.297443	-0.2763305	1.04301918	0.003495898	0.1524626
ENSMUSG00000050014	2.464824	0.001619005	0.14286555	0.9155206	0.9806557
ENSMUSG00000050017	250.7681	-0.04754253	0.11303263	0.3975147	0.7984246
ENSMUSG00000050022	200.2768	0.01233562	0.10638036	0.835412	0.9639276
ENSMUSG00000050029	215.1496	-0.05937437	0.10298399	0.33721	0.7644384
ENSMUSG00000050035	17.63599	0.005623462	0.12790137	0.8675805	0.9699071
ENSMUSG00000050043	946.7885	0.09006877	0.09961562	0.1568973	0.6140283
ENSMUSG00000050050	3.23058	0.05971921	0.28347607	0.03095704	0.3756838
ENSMUSG00000050052	219.8634	-0.01689312	0.11153265	0.7635576	0.9440729
ENSMUSG00000050063	19.31541	0.04414104	0.13137224	0.2157218	0.6692447
ENSMUSG00000050064	135.2095	-0.05959526	0.11688563	0.269474	0.7201521
ENSMUSG00000050069	179.1824	-0.03402944	0.10914011	0.5590938	0.8752785
ENSMUSG00000050071	247.9441	0.1204371	0.11757642	0.04480534	0.4308124
ENSMUSG00000050074	15.86026	0.03198984	0.13088546	0.3314016	0.7612535
ENSMUSG00000050075	3.457217	-0.03678834	0.38955217	0.06426605	0.4763411
ENSMUSG00000050079	279.3587	-0.1372573	0.10256739	0.0351656	0.3932559
ENSMUSG00000050087	1.319875	-0.0008578045	0.15886792	0.9453739	NA
ENSMUSG00000050088	85.89889	-0.09948066	0.109846	0.1052341	0.5528793
ENSMUSG00000050097	0.05978884	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000050100	0.05657123	-0.0006707556	0.21428571	0.9497131	NA
ENSMUSG00000050103	44.43785	-0.02502473	0.12005953	0.6010176	0.8938519
ENSMUSG00000050105	8.951209	-0.03004415	0.13317366	0.3126015	0.7516953
ENSMUSG00000050106	2.003728	-0.01246576	0.1561517	0.4171387	0.8069602
ENSMUSG00000050107	1.268465	0.02451192	0.22229063	0.1507358	NA
ENSMUSG00000050108	0.9099327	-0.004337393	0.17119646	0.7222062	NA
ENSMUSG00000050121	248.2942	0.05888477	0.11302806	0.3006919	0.7424043
ENSMUSG00000050122	5.492168	-0.004295695	0.13339582	0.8520108	0.9671686
ENSMUSG00000050132	129.7968	0.0004301174	0.11353647	0.9936824	0.9989382
ENSMUSG00000050138	13.61431	-0.01226874	0.13074038	0.6694951	0.9156138
ENSMUSG00000050141	2.870294	-0.02319126	0.32929436	0.1194711	0.5703754
ENSMUSG00000050144	545.1816	0.01113351	0.09859859	0.8579201	0.9687174
ENSMUSG00000050147	1.11901	-0.001300127	0.15846912	0.9176319	NA
ENSMUSG00000050148	850.5819	-0.05217361	0.12817523	0.2037023	0.6601854
ENSMUSG00000050150	0.9706159	0.0001098394	0.17527064	0.9925086	NA
ENSMUSG00000050157	2.112948	-0.004396316	0.15004193	0.7521097	0.9407499
ENSMUSG00000050164	220.5478	-0.0006325329	0.11981369	0.9893531	0.9981646
ENSMUSG00000050174	11.48143	-0.02479908	0.12960595	0.4533034	0.8291087
ENSMUSG00000050179	0.2033545	-0.005656673	0.22439852	0.6070155	NA
ENSMUSG00000050188	36.77026	0.02743188	0.1252213	0.4995684	0.8491865
ENSMUSG00000050192	449.0088	-0.06659622	0.11223856	0.2503363	0.7042402
ENSMUSG00000050195	1.749698	-0.0113413	0.16739241	0.4220611	NA
ENSMUSG00000050199	289.9924	-0.0264059	0.10373693	0.6639131	0.9143308
ENSMUSG00000050211	31.77808	-0.05877966	0.13112401	0.1400542	0.5897563
ENSMUSG00000050212	10.55571	-0.01616855	0.13116538	0.5735099	0.8819784
ENSMUSG00000050213	106.4346	-0.01320385	0.11176292	0.8133228	0.9584419
ENSMUSG00000050215	0.3283589	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000050217	0.08485685	0.0003232432	0.21389229	0.9757667	NA
ENSMUSG00000050222	21.76268	0.05195634	0.13154614	0.167462	0.6247611
ENSMUSG00000050229	170.2084	-0.08353157	0.10496088	0.1793404	0.6374673
ENSMUSG00000050234	5.844565	-0.01294599	0.13318103	0.603415	0.8948078
ENSMUSG00000050240	81.24944	0.03622885	0.11458397	0.5047968	0.8508539
ENSMUSG00000050241	0.1578729	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000050243	2.030011	-0.03202007	0.21699909	0.1018779	0.5491164
ENSMUSG00000050244	271.1974	-0.02616872	0.10104767	0.6714417	0.916276
ENSMUSG00000050248	42.8319	-0.03831984	0.12730403	0.3284962	0.7605488
ENSMUSG00000050266	4.020657	-0.02713413	0.24226671	0.1264218	0.579635
ENSMUSG00000050270	2.295025	-0.006966921	0.14754076	0.6413618	0.9063279
ENSMUSG00000050271	187.1707	0.05499638	0.12091144	0.2680382	0.7187642
ENSMUSG00000050272	248.0562	-0.002403739	0.12196474	0.9567589	0.9904712
ENSMUSG00000050288	66.88978	0.02150025	0.12340859	0.6161641	0.8984129
ENSMUSG00000050295	18.43713	0.0200236	0.13127443	0.4958755	0.8478551
ENSMUSG00000050296	0.5591297	0.001749546	0.18740069	0.8783185	NA
ENSMUSG00000050299	35.99133	0.1071889	0.14191904	0.02439977	0.337965
ENSMUSG00000050304	3.389539	0.003865394	0.14442379	0.7971686	0.9537084
ENSMUSG00000050310	994.0738	-0.1132213	0.08116946	0.06887433	0.4838709
ENSMUSG00000050312	62.6774	0.004621521	0.11503624	0.9304248	0.9834108
ENSMUSG00000050315	57.06915	0.04248361	0.12480523	0.3268913	0.7600376
ENSMUSG00000050321	756.8345	-0.08664036	0.11483448	0.1348519	0.5859729
ENSMUSG00000050323	36.48574	-0.1205936	0.13389432	0.02333307	0.3340621
ENSMUSG00000050332	112.2486	-0.07870346	0.11224445	0.1806612	0.6383595
ENSMUSG00000050334	530.2164	-0.1048732	0.10125076	0.1009548	0.5484255
ENSMUSG00000050335	2.63195	0.009720791	0.14933818	0.5281233	0.8618536
ENSMUSG00000050343	0.3657107	-0.003448066	0.21768298	0.7491464	NA
ENSMUSG00000050345	0.5815654	0.003601494	0.18097124	0.7597382	NA
ENSMUSG00000050350	2.518504	-0.02240422	0.32380649	0.1270148	0.579635
ENSMUSG00000050357	36.84364	0.0003023097	0.12732185	0.9930651	0.9987455
ENSMUSG00000050359	0.04274889	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000050370	0.6797807	0.0009550016	0.17094749	0.9358574	NA
ENSMUSG00000050373	159.8922	0.03334033	0.1048122	0.5813626	0.8850973
ENSMUSG00000050377	0.8090928	0.001636629	0.18437	0.8867829	NA
ENSMUSG00000050379	211.5104	0.04340132	0.10695365	0.4676852	0.8348817
ENSMUSG00000050382	25.12781	0.002438443	0.12693025	0.9453724	0.9865991
ENSMUSG00000050390	24.97455	0.0256517	0.13041856	0.4229052	0.8101722
ENSMUSG00000050394	38.58773	0.06751929	0.13842654	0.07526379	0.4980218
ENSMUSG00000050397	0.7601442	-0.01946979	0.2502274	0.1974191	NA
ENSMUSG00000050410	10.30501	0.02548652	0.13282288	0.3759016	0.789534
ENSMUSG00000050423	19.34939	0.005171712	0.128585	0.8728061	0.9712472
ENSMUSG00000050424	1.962035	0.001610857	0.15013601	0.9052679	0.9784048
ENSMUSG00000050428	69.75485	-0.004987256	0.10955517	0.9308021	0.9834108
ENSMUSG00000050439	0.1588444	-0.00769751	0.23277989	0.4950251	NA
ENSMUSG00000050445	0.1750434	0	0.21433685	1	NA
ENSMUSG00000050447	113.5976	-0.02265866	0.11223474	0.6844225	0.9214252
ENSMUSG00000050463	0.05657123	-0.0006707556	0.21428571	0.9497131	NA
ENSMUSG00000050471	106.604	-0.0009032751	0.11204192	0.9870355	0.997795
ENSMUSG00000050473	157.6847	-0.001559219	0.12514234	0.9681064	0.9923249
ENSMUSG00000050490	2.479127	-0.005086857	0.1393414	0.7691463	0.9464332
ENSMUSG00000050493	1.609321	-0.003723666	0.15400611	0.7788835	NA
ENSMUSG00000050503	5.892756	-0.03934153	0.20315133	0.075992	0.4993289
ENSMUSG00000050505	111.597	0.000465703	0.12271514	0.9913891	0.9984567
ENSMUSG00000050511	123.9882	-0.04279754	0.12404585	0.334819	0.7632452
ENSMUSG00000050520	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000050526	0.02828562	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000050530	698.6929	-0.05006617	0.098458	0.4247658	0.8104486
ENSMUSG00000050533	0.3752605	-0.0007638067	0.2130092	0.9430012	NA
ENSMUSG00000050534	2.788683	0.01906954	0.17451079	0.2430245	0.6972172
ENSMUSG00000050538	136.5228	-0.09812509	0.10714592	0.1151089	0.5645297
ENSMUSG00000050541	16.56414	-0.01912587	0.13281016	0.4788126	0.8400731
ENSMUSG00000050545	79.37136	-0.02233815	0.11844069	0.6530559	0.9099745
ENSMUSG00000050549	30.98352	-0.02076057	0.12647331	0.5823649	0.8855255
ENSMUSG00000050550	1.6913	-0.001087641	0.14297437	0.9429235	NA
ENSMUSG00000050552	132.1285	-0.02317202	0.1137179	0.6709009	0.9159845
ENSMUSG00000050553	0.05631087	0	0.21433685	1	NA
ENSMUSG00000050555	64.07734	-0.07120045	0.12553517	0.134651	0.585765
ENSMUSG00000050556	608.7295	-0.04675771	0.10406414	0.4442096	0.8231256
ENSMUSG00000050558	14.86215	0.04115661	0.13520351	0.1917052	0.6500986
ENSMUSG00000050565	390.0362	0.03683204	0.09193558	0.5595904	0.8755415
ENSMUSG00000050567	107.3814	-0.03765934	0.11616364	0.4769694	0.8387372
ENSMUSG00000050578	0.369669	-0.005723374	0.21640712	0.6116033	NA
ENSMUSG00000050587	1152.906	-0.05170336	0.0801708	0.4008905	0.7999668
ENSMUSG00000050592	37.17077	-0.03339133	0.1295124	0.3414968	0.7663524
ENSMUSG00000050600	323.7357	-0.01876018	0.10905304	0.7460261	0.9388041
ENSMUSG00000050604	2.444777	0.006678643	0.14323869	0.6764314	0.9183222
ENSMUSG00000050605	116.5714	0.1303943	0.11946676	0.03089	0.3755562
ENSMUSG00000050608	212.7412	-0.02457036	0.11784932	0.6264423	0.9008299
ENSMUSG00000050612	1.179152	0.002489812	0.15427776	0.8488751	NA
ENSMUSG00000050619	47.16317	0.08479699	0.1253332	0.091873	0.5303604
ENSMUSG00000050621	38.76309	0.06762322	0.12611746	0.1447736	0.5977567
ENSMUSG00000050623	0.7268214	-0.01051024	0.22717119	0.3951828	NA
ENSMUSG00000050625	0.9637843	-0.01604806	0.20860657	0.2666865	NA
ENSMUSG00000050627	628.8486	0.08903651	0.08802129	0.1608812	0.6176906
ENSMUSG00000050628	86.57058	0.03741238	0.11445724	0.4923466	0.8456963
ENSMUSG00000050640	117.07	0.09169418	0.11499769	0.1158989	0.5652789
ENSMUSG00000050663	111.1532	-0.1036745	0.11982598	0.06837072	0.482694
ENSMUSG00000050666	13.68689	0.05572856	0.15925823	0.0604664	0.4636946
ENSMUSG00000050668	184.258	-0.06922804	0.10018521	0.2708858	0.7208699
ENSMUSG00000050671	0.9728207	-0.006760837	0.17430859	0.5902924	NA
ENSMUSG00000050675	0.7437526	-0.01264548	0.2476331	0.3159526	NA
ENSMUSG00000050677	9.126395	0.02085563	0.1312646	0.4812847	0.8412375
ENSMUSG00000050697	331.9321	-0.0727913	0.10407952	0.2404915	0.6946906
ENSMUSG00000050700	0.2226982	-0.005574104	0.22446132	0.6115387	NA
ENSMUSG00000050705	102.9161	-0.05127647	0.12166932	0.2891629	0.734608
ENSMUSG00000050708	1270.441	0.09421369	0.08395413	0.1335655	0.5847516
ENSMUSG00000050711	3469.411	0.07034054	0.09916505	0.2648988	0.7179035
ENSMUSG00000050714	133.1378	-0.04047185	0.10766854	0.4949125	0.8475769
ENSMUSG00000050721	91.17363	0.01265459	0.11522984	0.8107672	0.9579539
ENSMUSG00000050730	85.55917	-0.1491542	0.15154076	0.007170403	0.2124619
ENSMUSG00000050732	22.71166	0.01115649	0.12382537	0.7884184	0.9510708
ENSMUSG00000050737	20.20256	-0.001186134	0.12847671	0.9708062	0.9934991
ENSMUSG00000050747	1.249431	0.002081373	0.15197149	0.8757067	NA
ENSMUSG00000050751	682.9481	-0.1229455	0.10604395	0.05459232	0.4537738
ENSMUSG00000050756	0.1126217	0	0.21433685	1	NA
ENSMUSG00000050761	48.91112	-0.01207742	0.12330851	0.7760836	0.9487672
ENSMUSG00000050765	0.05444447	0	0.21433685	1	NA
ENSMUSG00000050777	4.080817	0.01405211	0.14513782	0.4284064	0.8123227
ENSMUSG00000050783	43.39196	-0.01741671	0.11962128	0.7168538	0.9306678
ENSMUSG00000050786	72.65908	0.005252353	0.11701608	0.9177458	0.9811911
ENSMUSG00000050796	115.7954	0.1284166	0.11466193	0.0382218	0.4075011
ENSMUSG00000050799	0.04274889	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000050808	5.272208	-0.3229875	1.19107328	0.00276758	0.1325635
ENSMUSG00000050812	1546.137	-0.08545019	0.08278193	0.171163	0.6288307
ENSMUSG00000050821	640.0667	-0.01103401	0.08706967	0.8604016	0.9689265
ENSMUSG00000050822	18.93836	-0.005478606	0.12891598	0.8625116	0.9693426
ENSMUSG00000050824	14.90391	0.01947532	0.13162898	0.4979937	0.8485204
ENSMUSG00000050830	51.06205	0.02184328	0.12455004	0.5951663	0.8909256
ENSMUSG00000050840	94.72258	0.06499789	0.12518286	0.1645648	0.6213202
